logstream_idc,logstream_province,logstream_isp,cmatch,real,predict
gzhxy,None,DXTNET,228,0.0,0.0
gzhxy,None,DXTNET,333,0.0,0.0
gzhxy,None,DXTNET,351,0.0,0.0
gzhxy,None,DXTNET,359,0.0,0.0
gzhxy,None,DXTNET,366,0.0,0.0
gzhxy,None,EGOVNET,201,0.0,0.0
gzhxy,None,EGOVNET,204,0.0,0.0
gzhxy,None,EGOVNET,207,0.0,0.0
gzhxy,None,EGOVNET,222,0.0,0.0
gzhxy,None,EGOVNET,225,0.0,0.0
gzhxy,None,EGOVNET,228,0.0,0.0
gzhxy,None,EGOVNET,333,0.0,0.0
gzhxy,None,EGOVNET,351,0.0,0.0
gzhxy,None,EGOVNET,359,0.0,0.0
gzhxy,None,EGOVNET,366,0.0,0.0
gzhxy,None,UNICOM,201,0.6704241189653084,0.675
gzhxy,None,UNICOM,204,0.6841622007239796,0.6725000000000001
gzhxy,None,UNICOM,207,0.0,0.0
gzhxy,None,UNICOM,222,0.624628427675648,0.6375000000000001
gzhxy,None,UNICOM,225,0.6693627450466129,0.67
gzhxy,None,UNICOM,228,0.7490782421717509,0.75
gzhxy,None,UNICOM,333,0.6371405270460931,0.64
gzhxy,None,UNICOM,351,0.5356293557038019,0.53
gzhxy,None,UNICOM,359,0.6426438489687192,0.64
gzhxy,None,UNICOM,366,0.5272124252788504,0.5275000000000001
gzhxy,None,other,201,752.6658962641534,763.95
gzhxy,None,other,204,762.8044721624185,764.6475
gzhxy,None,other,207,0.0,0.0
gzhxy,None,other,222,45.3257716679715,45.19000000000001
gzhxy,None,other,225,756.9342772037637,762.1725
gzhxy,None,other,228,16.048091355468397,16.05
gzhxy,None,other,333,45.35691128579016,45.18
gzhxy,None,other,351,762.0365098346208,762.5550000000002
gzhxy,None,other,359,44.44266870132166,45.1525
gzhxy,None,other,366,756.5577363312453,762.0325
gzhxy,None,unknown_isp,201,0.0,0.0
gzhxy,None,unknown_isp,204,0.0,0.0
gzhxy,None,unknown_isp,207,0.0,0.0
gzhxy,None,unknown_isp,222,0.0,0.0
gzhxy,None,unknown_isp,225,0.0,0.0
gzhxy,None,unknown_isp,228,0.0,0.0
gzhxy,None,unknown_isp,333,0.0,0.0
gzhxy,None,unknown_isp,351,0.0,0.0
gzhxy,None,unknown_isp,359,0.0,0.0
gzhxy,None,unknown_isp,366,0.0,0.0
gzhxy,anhui,ALIBABA,201,-0.0,2.0
gzhxy,anhui,ALIBABA,204,-0.0,2.0
gzhxy,anhui,ALIBABA,207,0.0,0.0
gzhxy,anhui,ALIBABA,222,-0.0,2.0
gzhxy,anhui,ALIBABA,225,-0.0,2.0
gzhxy,anhui,ALIBABA,228,-0.0,2.0
gzhxy,anhui,ALIBABA,333,-0.0,2.0
gzhxy,anhui,ALIBABA,351,-0.0,2.0
gzhxy,anhui,ALIBABA,359,-0.0,2.0
gzhxy,anhui,ALIBABA,366,-0.0,2.0
gzhxy,anhui,CERNET,201,2.155979380259471,2.17
gzhxy,anhui,CERNET,204,2.184392730309934,2.16
gzhxy,anhui,CERNET,207,0.0,0.0
gzhxy,anhui,CERNET,222,1.7739222913266515,1.815
gzhxy,anhui,CERNET,225,2.1527763820691272,2.1675
gzhxy,anhui,CERNET,228,2.052262154903407,2.0425000000000004
gzhxy,anhui,CERNET,333,1.7671850286952158,1.7975
gzhxy,anhui,CERNET,351,2.1205404397842247,2.1075
gzhxy,anhui,CERNET,359,1.8465386705565472,1.82
gzhxy,anhui,CERNET,366,2.0732123541208174,2.0925
gzhxy,anhui,CHINANET,201,557.5762848716969,557.0550000000002
gzhxy,anhui,CHINANET,204,546.303423854149,552.88
gzhxy,anhui,CHINANET,207,0.0,0.0
gzhxy,anhui,CHINANET,222,621.1381082830368,613.1299999999999
gzhxy,anhui,CHINANET,225,556.2160072936209,553.9625
gzhxy,anhui,CHINANET,228,219.34285427713297,219.02
gzhxy,anhui,CHINANET,333,601.2504104099678,607.225
gzhxy,anhui,CHINANET,351,537.7514374445035,529.7850000000002
gzhxy,anhui,CHINANET,359,600.1681373195113,610.42
gzhxy,anhui,CHINANET,366,484.5561427306565,487.56250000000006
gzhxy,anhui,CMNET,201,3.057401146058358,3.0675
gzhxy,anhui,CMNET,204,3.0422154909443733,3.0475
gzhxy,anhui,CMNET,207,0.0,0.0
gzhxy,anhui,CMNET,222,5.555852572327499,5.5025
gzhxy,anhui,CMNET,225,3.0837175492694806,3.0700000000000003
gzhxy,anhui,CMNET,228,83.7454429887822,82.475
gzhxy,anhui,CMNET,333,5.424526515460242,5.4725
gzhxy,anhui,CMNET,351,3.0505141136673295,3.0475000000000003
gzhxy,anhui,CMNET,359,5.3890223414126845,5.45
gzhxy,anhui,CMNET,366,2.751356184887305,2.7325
gzhxy,anhui,CRTC,201,2.587805889803433,2.6
gzhxy,anhui,CRTC,204,2.529484963584364,2.58
gzhxy,anhui,CRTC,207,0.0,0.0
gzhxy,anhui,CRTC,222,1.5632394982219353,1.5550000000000002
gzhxy,anhui,CRTC,225,2.575858030497297,2.58
gzhxy,anhui,CRTC,228,1.2736303881210733,1.255
gzhxy,anhui,CRTC,333,1.5578091697223153,1.5675
gzhxy,anhui,CRTC,351,2.5326360727798325,2.56
gzhxy,anhui,CRTC,359,1.589849933803542,1.5625
gzhxy,anhui,CRTC,366,2.2524170364143945,2.24
gzhxy,anhui,DXTNET,201,0.9943193804850127,1.005
gzhxy,anhui,DXTNET,204,1.007356256790093,1.01
gzhxy,anhui,DXTNET,207,0.0,0.0
gzhxy,anhui,DXTNET,222,2.153302112770538,2.12
gzhxy,anhui,DXTNET,225,0.9951621619258413,1.0025
gzhxy,anhui,DXTNET,228,0.6047800398004431,0.615
gzhxy,anhui,DXTNET,333,2.1314832813103615,2.11
gzhxy,anhui,DXTNET,351,0.9999558479308019,0.995
gzhxy,anhui,DXTNET,359,2.0373079042423403,2.1075
gzhxy,anhui,DXTNET,366,0.9837012700978427,0.9875
gzhxy,anhui,EGOVNET,201,0.0,0.0
gzhxy,anhui,EGOVNET,204,0.0,0.0
gzhxy,anhui,EGOVNET,207,0.0,0.0
gzhxy,anhui,EGOVNET,222,0.0,0.0
gzhxy,anhui,EGOVNET,225,0.0,0.0
gzhxy,anhui,EGOVNET,228,0.0,0.0
gzhxy,anhui,EGOVNET,333,0.0,0.0
gzhxy,anhui,EGOVNET,351,0.0,0.0
gzhxy,anhui,EGOVNET,359,0.0,0.0
gzhxy,anhui,EGOVNET,366,0.0,0.0
gzhxy,anhui,UNICOM,201,18.90319543020638,18.635
gzhxy,anhui,UNICOM,204,18.537677302689435,18.6175
gzhxy,anhui,UNICOM,207,0.0,0.0
gzhxy,anhui,UNICOM,222,3.685557060020646,3.7175
gzhxy,anhui,UNICOM,225,18.628600081981556,18.66
gzhxy,anhui,UNICOM,228,2.967930688393412,2.925
gzhxy,anhui,UNICOM,333,3.7582924029478066,3.765
gzhxy,anhui,UNICOM,351,15.393112368102866,15.3325
gzhxy,anhui,UNICOM,359,3.805014178703447,3.765
gzhxy,anhui,UNICOM,366,15.12664850968229,15.0225
gzhxy,anhui,other,201,210.8221749789044,206.895
gzhxy,anhui,other,204,203.04188333218366,204.7075
gzhxy,anhui,other,207,0.0,0.0
gzhxy,anhui,other,222,10.910806554822914,10.9275
gzhxy,anhui,other,225,203.24254571844628,204.36
gzhxy,anhui,other,228,8.840032919500318,8.657499999999999
gzhxy,anhui,other,333,10.998976874484908,11.015
gzhxy,anhui,other,351,202.48386693229796,204.8325
gzhxy,anhui,other,359,11.096985009866042,11.0025
gzhxy,anhui,other,366,31.685329921360207,31.3075
gzhxy,anhui,unknown_isp,201,0.0,0.0
gzhxy,anhui,unknown_isp,204,0.0,0.0
gzhxy,anhui,unknown_isp,207,0.0,0.0
gzhxy,anhui,unknown_isp,222,0.0,0.0
gzhxy,anhui,unknown_isp,225,0.0,0.0
gzhxy,anhui,unknown_isp,228,0.0,0.0
gzhxy,anhui,unknown_isp,333,0.0,0.0
gzhxy,anhui,unknown_isp,351,0.0,0.0
gzhxy,anhui,unknown_isp,359,0.0,0.0
gzhxy,anhui,unknown_isp,366,0.0,0.0
gzhxy,aomen,ALIBABA,201,0.0,0.0
gzhxy,aomen,ALIBABA,204,0.0,0.0
gzhxy,aomen,ALIBABA,207,0.0,0.0
gzhxy,aomen,ALIBABA,222,0.0,0.0
gzhxy,aomen,ALIBABA,225,0.0,0.0
gzhxy,aomen,ALIBABA,228,0.0,0.0
gzhxy,aomen,ALIBABA,333,0.0,0.0
gzhxy,aomen,ALIBABA,351,0.0,0.0
gzhxy,aomen,ALIBABA,359,0.0,0.0
gzhxy,aomen,ALIBABA,366,0.0,0.0
gzhxy,aomen,CERNET,201,0.0,0.0
gzhxy,aomen,CERNET,204,0.0,0.0
gzhxy,aomen,CERNET,207,0.0,0.0
gzhxy,aomen,CERNET,222,0.0,0.0
gzhxy,aomen,CERNET,225,0.0,0.0
gzhxy,aomen,CERNET,228,0.0,0.0
gzhxy,aomen,CERNET,333,0.0,0.0
gzhxy,aomen,CERNET,351,0.0,0.0
gzhxy,aomen,CERNET,359,0.0,0.0
gzhxy,aomen,CERNET,366,0.0,0.0
gzhxy,aomen,CHINANET,201,0.0,0.0
gzhxy,aomen,CHINANET,204,0.0,0.0
gzhxy,aomen,CHINANET,207,0.0,0.0
gzhxy,aomen,CHINANET,222,0.0,0.0
gzhxy,aomen,CHINANET,225,0.0,0.0
gzhxy,aomen,CHINANET,228,0.0,0.0
gzhxy,aomen,CHINANET,333,0.0,0.0
gzhxy,aomen,CHINANET,351,0.0,0.0
gzhxy,aomen,CHINANET,359,0.0,0.0
gzhxy,aomen,CHINANET,366,0.0,0.0
gzhxy,aomen,CMNET,201,0.0,0.0
gzhxy,aomen,CMNET,204,0.0,0.0
gzhxy,aomen,CMNET,207,0.0,0.0
gzhxy,aomen,CMNET,222,0.0,0.0
gzhxy,aomen,CMNET,225,0.0,0.0
gzhxy,aomen,CMNET,228,0.0,0.0
gzhxy,aomen,CMNET,333,0.0,0.0
gzhxy,aomen,CMNET,351,0.0,0.0
gzhxy,aomen,CMNET,359,0.0,0.0
gzhxy,aomen,CMNET,366,0.0,0.0
gzhxy,aomen,CRTC,201,0.0,0.0
gzhxy,aomen,CRTC,204,0.0,0.0
gzhxy,aomen,CRTC,207,0.0,0.0
gzhxy,aomen,CRTC,222,0.0,0.0
gzhxy,aomen,CRTC,225,0.0,0.0
gzhxy,aomen,CRTC,228,0.0,0.0
gzhxy,aomen,CRTC,333,0.0,0.0
gzhxy,aomen,CRTC,351,0.0,0.0
gzhxy,aomen,CRTC,359,0.0,0.0
gzhxy,aomen,CRTC,366,0.0,0.0
gzhxy,aomen,DXTNET,201,0.0,0.0
gzhxy,aomen,DXTNET,204,0.0,0.0
gzhxy,aomen,DXTNET,207,0.0,0.0
gzhxy,aomen,DXTNET,222,0.0,0.0
gzhxy,aomen,DXTNET,225,0.0,0.0
gzhxy,aomen,DXTNET,228,0.0,0.0
gzhxy,aomen,DXTNET,333,0.0,0.0
gzhxy,aomen,DXTNET,351,0.0,0.0
gzhxy,aomen,DXTNET,359,0.0,0.0
gzhxy,aomen,DXTNET,366,0.0,0.0
gzhxy,aomen,EGOVNET,201,0.0,0.0
gzhxy,aomen,EGOVNET,204,0.0,0.0
gzhxy,aomen,EGOVNET,207,0.0,0.0
gzhxy,aomen,EGOVNET,222,0.0,0.0
gzhxy,aomen,EGOVNET,225,0.0,0.0
gzhxy,aomen,EGOVNET,228,0.0,0.0
gzhxy,aomen,EGOVNET,333,0.0,0.0
gzhxy,aomen,EGOVNET,351,0.0,0.0
gzhxy,aomen,EGOVNET,359,0.0,0.0
gzhxy,aomen,EGOVNET,366,0.0,0.0
gzhxy,aomen,UNICOM,201,0.0,0.0
gzhxy,aomen,UNICOM,204,0.0,0.0
gzhxy,aomen,UNICOM,207,0.0,0.0
gzhxy,aomen,UNICOM,222,0.0,0.0
gzhxy,aomen,UNICOM,225,0.0,0.0
gzhxy,aomen,UNICOM,228,0.0,0.0
gzhxy,aomen,UNICOM,333,0.0,0.0
gzhxy,aomen,UNICOM,351,0.0,0.0
gzhxy,aomen,UNICOM,359,0.0,0.0
gzhxy,aomen,UNICOM,366,0.0,0.0
gzhxy,aomen,other,201,1.2048523090875616,1.2075
gzhxy,aomen,other,204,1.2095734282437307,1.2049999999999998
gzhxy,aomen,other,207,0.0,0.0
gzhxy,aomen,other,222,1.0983873632886383,1.1175000000000002
gzhxy,aomen,other,225,1.226298314096022,1.205
gzhxy,aomen,other,228,1.0319976592140232,1.035
gzhxy,aomen,other,333,1.1093797458493102,1.1150000000000002
gzhxy,aomen,other,351,1.2210663569721882,1.2025
gzhxy,aomen,other,359,1.11363536214437,1.1125000000000005
gzhxy,aomen,other,366,1.1812119751481711,1.2025
gzhxy,aomen,unknown_isp,201,0.0,0.0
gzhxy,aomen,unknown_isp,204,0.0,0.0
gzhxy,aomen,unknown_isp,207,0.0,0.0
gzhxy,aomen,unknown_isp,222,0.0,0.0
gzhxy,aomen,unknown_isp,225,0.0,0.0
gzhxy,aomen,unknown_isp,228,0.0,0.0
gzhxy,aomen,unknown_isp,333,0.0,0.0
gzhxy,aomen,unknown_isp,351,0.0,0.0
gzhxy,aomen,unknown_isp,359,0.0,0.0
gzhxy,aomen,unknown_isp,366,0.0,0.0
gzhxy,beijing,ALIBABA,201,-0.0,3.0
gzhxy,beijing,ALIBABA,204,-0.0,3.0
gzhxy,beijing,ALIBABA,207,0.0,0.0
gzhxy,beijing,ALIBABA,222,-0.0,38.0
gzhxy,beijing,ALIBABA,225,-0.0,3.0
gzhxy,beijing,ALIBABA,228,-0.0,29.0
gzhxy,beijing,ALIBABA,333,-0.0,38.0
gzhxy,beijing,ALIBABA,351,-0.0,3.0
gzhxy,beijing,ALIBABA,359,-0.0,38.0
gzhxy,beijing,ALIBABA,366,-0.0,3.0
gzhxy,beijing,CERNET,201,3.9081832810750994,3.9275
gzhxy,beijing,CERNET,204,3.884168020297626,3.91
gzhxy,beijing,CERNET,207,0.0,0.0
gzhxy,beijing,CERNET,222,1.5052729465509715,1.51
gzhxy,beijing,CERNET,225,3.9593876775653505,3.9075
gzhxy,beijing,CERNET,228,1.4972950927554194,1.4725
gzhxy,beijing,CERNET,333,1.5251463138918153,1.505
gzhxy,beijing,CERNET,351,3.9088915830718873,3.9125
gzhxy,beijing,CERNET,359,1.4702613291995412,1.505
gzhxy,beijing,CERNET,366,3.8158691957177187,3.8375
gzhxy,beijing,CHINANET,201,418.55294210296273,418.375
gzhxy,beijing,CHINANET,204,421.65904805321594,424.885
gzhxy,beijing,CHINANET,207,0.0,0.0
gzhxy,beijing,CHINANET,222,424.0090941847405,426.4025
gzhxy,beijing,CHINANET,225,431.36680163444396,426.11
gzhxy,beijing,CHINANET,228,139.50811090307766,140.235
gzhxy,beijing,CHINANET,333,422.58476015166156,424.775
gzhxy,beijing,CHINANET,351,407.55736308127877,404.1
gzhxy,beijing,CHINANET,359,417.75381808922066,424.2975
gzhxy,beijing,CHINANET,366,378.94517610665406,371.6125
gzhxy,beijing,CMNET,201,1.6844070824653508,1.6725
gzhxy,beijing,CMNET,204,1.6700594692461557,1.67
gzhxy,beijing,CMNET,207,0.0,0.0
gzhxy,beijing,CMNET,222,3.377542850924523,3.3775
gzhxy,beijing,CMNET,225,1.6485028138042555,1.68
gzhxy,beijing,CMNET,228,19.804989971739065,19.665
gzhxy,beijing,CMNET,333,3.4610054906740153,3.42
gzhxy,beijing,CMNET,351,1.7063091831030621,1.6749999999999998
gzhxy,beijing,CMNET,359,3.363186370436163,3.365
gzhxy,beijing,CMNET,366,1.3703221896848137,1.38
gzhxy,beijing,CRTC,201,4.253002588855984,4.21
gzhxy,beijing,CRTC,204,4.217731906666995,4.2125
gzhxy,beijing,CRTC,207,0.0,0.0
gzhxy,beijing,CRTC,222,1.3944234653770196,1.3974999999999995
gzhxy,beijing,CRTC,225,4.1364401776032445,4.1575000000000015
gzhxy,beijing,CRTC,228,2.596260425172156,2.5875
gzhxy,beijing,CRTC,333,1.365751577898681,1.4
gzhxy,beijing,CRTC,351,4.1150284803278625,4.1875
gzhxy,beijing,CRTC,359,1.3619641531475968,1.3824999999999998
gzhxy,beijing,CRTC,366,4.1090155821664,4.135
gzhxy,beijing,DXTNET,201,70.23894522469726,70.36749999999999
gzhxy,beijing,DXTNET,204,70.88186194028923,70.625
gzhxy,beijing,DXTNET,207,0.0,0.0
gzhxy,beijing,DXTNET,222,6.789782962397848,6.78
gzhxy,beijing,DXTNET,225,70.2224659871783,70.5125
gzhxy,beijing,DXTNET,228,3.992903738176186,3.9725
gzhxy,beijing,DXTNET,333,6.856396580099101,6.865
gzhxy,beijing,DXTNET,351,68.18983499813886,68.72000000000001
gzhxy,beijing,DXTNET,359,6.793397129278187,6.8925
gzhxy,beijing,DXTNET,366,63.75332692851077,63.62
gzhxy,beijing,EGOVNET,201,2.9131550065610647,2.9475
gzhxy,beijing,EGOVNET,204,2.9748343348339374,2.9425
gzhxy,beijing,EGOVNET,207,0.0,0.0
gzhxy,beijing,EGOVNET,222,2.7360269764296277,2.72
gzhxy,beijing,EGOVNET,225,2.969599901132594,2.95
gzhxy,beijing,EGOVNET,228,1.3006654417926993,1.28
gzhxy,beijing,EGOVNET,333,2.768472084274943,2.7375
gzhxy,beijing,EGOVNET,351,2.9687489628210657,2.9575
gzhxy,beijing,EGOVNET,359,2.712565372189873,2.72
gzhxy,beijing,EGOVNET,366,2.942756287329322,2.955
gzhxy,beijing,UNICOM,201,150.64584335431582,150.07999999999996
gzhxy,beijing,UNICOM,204,150.45111113535424,150.3825
gzhxy,beijing,UNICOM,207,0.0,0.0
gzhxy,beijing,UNICOM,222,38.49928209123947,38.2625
gzhxy,beijing,UNICOM,225,149.72746213291427,150.905
gzhxy,beijing,UNICOM,228,23.002057990092663,22.81
gzhxy,beijing,UNICOM,333,37.4804634800495,38.15000000000001
gzhxy,beijing,UNICOM,351,137.50346651888606,140.96749999999997
gzhxy,beijing,UNICOM,359,38.1664419840665,38.11
gzhxy,beijing,UNICOM,366,132.67809510391936,130.45
gzhxy,beijing,other,201,500.9131722964805,503.1275
gzhxy,beijing,other,204,489.5068850978488,494.18
gzhxy,beijing,other,207,0.0,0.0
gzhxy,beijing,other,222,101.64490289905746,101.445
gzhxy,beijing,other,225,495.0120909076456,494.82
gzhxy,beijing,other,228,76.48773182191593,77.66749999999998
gzhxy,beijing,other,333,101.33731816956855,102.165
gzhxy,beijing,other,351,495.93117180787203,493.0
gzhxy,beijing,other,359,101.05871711440655,102.2
gzhxy,beijing,other,366,387.5044892438613,386.895
gzhxy,beijing,unknown_isp,201,0.0,0.0
gzhxy,beijing,unknown_isp,204,0.0,0.0
gzhxy,beijing,unknown_isp,207,0.0,0.0
gzhxy,beijing,unknown_isp,222,0.0,0.0
gzhxy,beijing,unknown_isp,225,0.0,0.0
gzhxy,beijing,unknown_isp,228,0.0,0.0
gzhxy,beijing,unknown_isp,333,0.0,0.0
gzhxy,beijing,unknown_isp,351,0.0,0.0
gzhxy,beijing,unknown_isp,359,0.0,0.0
gzhxy,beijing,unknown_isp,366,0.0,0.0
gzhxy,chongqing,ALIBABA,201,-0.0,1.0
gzhxy,chongqing,ALIBABA,204,-0.0,1.0
gzhxy,chongqing,ALIBABA,207,0.0,0.0
gzhxy,chongqing,ALIBABA,222,-0.0,0.0
gzhxy,chongqing,ALIBABA,225,-0.0,1.0
gzhxy,chongqing,ALIBABA,228,-0.0,1.0
gzhxy,chongqing,ALIBABA,333,-0.0,1.0
gzhxy,chongqing,ALIBABA,351,-0.0,1.0
gzhxy,chongqing,ALIBABA,359,-0.0,0.0
gzhxy,chongqing,ALIBABA,366,-0.0,1.0
gzhxy,chongqing,CERNET,201,3.3873358925947907,3.325
gzhxy,chongqing,CERNET,204,3.109775583327328,3.0675
gzhxy,chongqing,CERNET,207,0.0,0.0
gzhxy,chongqing,CERNET,222,3.4518912829207276,3.49
gzhxy,chongqing,CERNET,225,3.326406554342511,3.3375000000000004
gzhxy,chongqing,CERNET,228,2.5319657188180886,2.4825
gzhxy,chongqing,CERNET,333,3.5417366432739885,3.485
gzhxy,chongqing,CERNET,351,3.361816830586998,3.3425
gzhxy,chongqing,CERNET,359,3.4337435902342186,3.5
gzhxy,chongqing,CERNET,366,3.3574848804741846,3.315
gzhxy,chongqing,CHINANET,201,104.82191902642343,104.05
gzhxy,chongqing,CHINANET,204,104.61396929643577,105.1425
gzhxy,chongqing,CHINANET,207,0.0,0.0
gzhxy,chongqing,CHINANET,222,245.3467278246969,245.9425
gzhxy,chongqing,CHINANET,225,104.70013673841596,104.535
gzhxy,chongqing,CHINANET,228,97.83000309542221,97.135
gzhxy,chongqing,CHINANET,333,251.28676086731318,250.07
gzhxy,chongqing,CHINANET,351,93.49946662374819,94.67
gzhxy,chongqing,CHINANET,359,250.85531822545786,248.4275
gzhxy,chongqing,CHINANET,366,85.0670811935814,85.9825
gzhxy,chongqing,CMNET,201,1.5976018053400205,1.61
gzhxy,chongqing,CMNET,204,1.6187859682644534,1.6025
gzhxy,chongqing,CMNET,207,0.0,0.0
gzhxy,chongqing,CMNET,222,3.2347311585285907,3.1975
gzhxy,chongqing,CMNET,225,1.5933055640700577,1.6025
gzhxy,chongqing,CMNET,228,13.412609159382002,13.4675
gzhxy,chongqing,CMNET,333,3.134908791420299,3.16
gzhxy,chongqing,CMNET,351,1.3982640325256495,1.3875
gzhxy,chongqing,CMNET,359,3.175870204165348,3.185
gzhxy,chongqing,CMNET,366,1.5965184213772166,1.5925
gzhxy,chongqing,CRTC,201,1.1181086880985007,1.1374999999999995
gzhxy,chongqing,CRTC,204,1.151280111055601,1.1525
gzhxy,chongqing,CRTC,207,0.0,0.0
gzhxy,chongqing,CRTC,222,1.6536770290958565,1.6525
gzhxy,chongqing,CRTC,225,1.1552367208633445,1.1525
gzhxy,chongqing,CRTC,228,1.0246004263861097,1.0075
gzhxy,chongqing,CRTC,333,1.6189349812778864,1.63
gzhxy,chongqing,CRTC,351,0.7979413834453116,0.79
gzhxy,chongqing,CRTC,359,1.6532760288449946,1.6475
gzhxy,chongqing,CRTC,366,0.7799508809120149,0.7825
gzhxy,chongqing,DXTNET,201,1.7107536966571344,1.7025
gzhxy,chongqing,DXTNET,204,1.717585970055497,1.7025
gzhxy,chongqing,DXTNET,207,0.0,0.0
gzhxy,chongqing,DXTNET,222,1.0527982039186063,1.0425
gzhxy,chongqing,DXTNET,225,1.712554303484756,1.7000000000000002
gzhxy,chongqing,DXTNET,228,1.0993235877629914,1.1225
gzhxy,chongqing,DXTNET,333,1.0514732762363337,1.0475
gzhxy,chongqing,DXTNET,351,1.7278328973739323,1.7225
gzhxy,chongqing,DXTNET,359,1.0467105840220752,1.05
gzhxy,chongqing,DXTNET,366,1.3879224966248984,1.3925
gzhxy,chongqing,EGOVNET,201,0.0,0.0
gzhxy,chongqing,EGOVNET,204,0.0,0.0
gzhxy,chongqing,EGOVNET,207,0.0,0.0
gzhxy,chongqing,EGOVNET,222,0.0,0.0
gzhxy,chongqing,EGOVNET,225,0.0,0.0
gzhxy,chongqing,EGOVNET,228,0.0,0.0
gzhxy,chongqing,EGOVNET,333,0.0,0.0
gzhxy,chongqing,EGOVNET,351,0.0,0.0
gzhxy,chongqing,EGOVNET,359,0.0,0.0
gzhxy,chongqing,EGOVNET,366,0.0,0.0
gzhxy,chongqing,UNICOM,201,12.0063496773002,12.0775
gzhxy,chongqing,UNICOM,204,12.189697198003882,12.215
gzhxy,chongqing,UNICOM,207,0.0,0.0
gzhxy,chongqing,UNICOM,222,2.980461919747695,3.04
gzhxy,chongqing,UNICOM,225,12.35845307967711,12.14
gzhxy,chongqing,UNICOM,228,1.6575743047841993,1.63
gzhxy,chongqing,UNICOM,333,3.0571062740993202,3.0500000000000003
gzhxy,chongqing,UNICOM,351,11.325450885107973,11.3275
gzhxy,chongqing,UNICOM,359,3.0416440353052674,3.0575
gzhxy,chongqing,UNICOM,366,10.658721393707768,10.6
gzhxy,chongqing,other,201,7.212356146484089,7.165
gzhxy,chongqing,other,204,7.166482738316374,7.0925
gzhxy,chongqing,other,207,0.0,0.0
gzhxy,chongqing,other,222,1.5507877825294314,1.5625
gzhxy,chongqing,other,225,7.1973308827541285,7.1225000000000005
gzhxy,chongqing,other,228,1.6543581516050205,1.6375000000000002
gzhxy,chongqing,other,333,1.5564502512909002,1.5675
gzhxy,chongqing,other,351,7.413518542992843,7.4125
gzhxy,chongqing,other,359,1.5656513855130785,1.57
gzhxy,chongqing,other,366,6.99502455938908,6.8525
gzhxy,chongqing,unknown_isp,201,0.0,0.0
gzhxy,chongqing,unknown_isp,204,0.0,0.0
gzhxy,chongqing,unknown_isp,207,0.0,0.0
gzhxy,chongqing,unknown_isp,222,0.0,0.0
gzhxy,chongqing,unknown_isp,225,0.0,0.0
